Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,cluster
2024-25,Saint Francis (PA),NEC,FR,G,34,22,27.8,3.6,7.9,0.457,1.7,4.3,0.395,1.9,3.5,0.533,0.566,1.3,1.5,0.882,0.8,3.4,4.2,1.9,1.0,0.1,1.4,1.5,10.2,Unknown,NEC,FR,G,34,22,944,16.0,0.596,0.551,0.191,331,3.6,14.1,9.0,13.0,2.1,0.3,13.6,19.0,1.7,1.2,2.9,0.124,0.1,-1.3,-1.2,Unknown,juan-cranford-jr-1,2
2024-25,Georgia Southern,Sun Belt,SO,G,33,30,28.8,3.5,7.6,0.46,1.6,4.0,0.397,1.9,3.6,0.529,0.564,0.9,1.4,0.617,0.4,2.2,2.5,2.3,1.4,0.1,1.9,2.2,9.4,Unknown,Sun Belt,SO,G,33,30,950,12.1,0.571,0.524,0.188,296,1.4,8.3,4.8,15.0,2.7,0.2,18.5,17.0,0.9,0.9,1.9,0.079,-1.9,-0.2,-2.1,Unknown,eren-banks-1,4
2024-25,Samford,Southern,JR,G,33.0,33.0,24.6,5.1,11.4,0.448,2.4,6.4,0.379,2.7,5.0,0.537,0.555,2.0,2.7,0.73,1.2,2.8,4.0,1.4,0.8,0.3,1.1,1.6,14.6,Unknown,Southern,JR,G,33.0,33.0,811.0,21.3,0.576,0.563,0.237,422.0,5.3,13.3,9.1,10.9,1.9,1.6,7.9,26.3,2.5,0.9,3.5,0.172,4.9,-2.0,2.9,Unknown,trey-fort-1,2
2024-25,Iona,MAAC,FR,G,33,28,29.3,4.7,11.5,0.413,0.9,3.2,0.292,3.8,8.2,0.46,0.454,2.0,2.5,0.774,0.6,2.2,2.8,4.2,1.7,0.1,2.9,2.0,12.4,Unknown,MAAC,FR,G,33,28,968,14.2,0.488,0.28,0.222,418,2.2,9.5,5.6,30.4,3.4,0.3,18.5,25.6,0.7,1.4,2.1,0.089,-2.0,-0.5,-2.5,Unknown,adam-njie-jr-1,4
2024-25,McNeese State,Southland,JR,G,34.0,0.0,19.7,4.4,10.1,0.437,1.1,3.6,0.301,3.3,6.5,0.514,0.491,2.3,2.8,0.821,0.7,1.8,2.5,0.5,0.8,0.2,0.8,1.6,12.2,Unknown,Southland,JR,G,34.0,0.0,671.0,21.2,0.535,0.359,0.277,353.0,4.1,10.3,7.3,5.8,2.3,1.6,6.7,31.8,1.8,1.2,3.0,0.178,3.0,0.0,3.0,Unknown,sincere-parker-1,2
2024-25,VMI,Southern,SO,F,31.0,30.0,29.3,4.8,10.9,0.439,1.0,3.2,0.303,3.8,7.7,0.496,0.484,4.7,5.8,0.81,2.4,3.9,6.3,1.6,0.9,0.5,2.2,3.2,15.2,Unknown,Southern,SO,F,31.0,30.0,907.0,19.9,0.558,0.294,0.531,466.0,9.3,14.9,12.1,12.3,1.9,2.1,13.9,27.4,2.1,1.1,3.2,0.14,0.0,-1.9,-1.9,Unknown,augustinas-kiudulas-1,2
2024-25,Georgia Southern,Sun Belt,JR,G,25.0,19.0,30.0,5.5,13.1,0.418,3.2,8.4,0.386,2.2,4.7,0.475,0.541,2.7,3.4,0.8,0.3,1.8,2.2,2.3,1.2,0.2,1.7,2.7,16.9,Unknown,Sun Belt,JR,G,25.0,19.0,751.0,18.3,0.574,0.64,0.259,374.0,1.1,6.8,3.9,15.8,2.2,0.6,10.5,26.5,2.0,0.6,2.6,0.138,2.9,-1.2,1.6,Unknown,adante-holiman-1,2
2024-25,Mississippi State,SEC,SO,C,9.0,0.0,2.9,0.3,1.0,0.333,0.1,0.7,0.167,0.2,0.3,0.667,0.389,0.3,0.4,0.75,0.2,0.3,0.6,0.1,0.0,0.2,0.1,0.7,1.1,Unknown,SEC,SO,C,9.0,0.0,26.0,12.0,0.459,0.667,0.444,10.0,8.2,13.0,10.6,6.5,0.0,9.6,8.4,22.2,0.0,0.0,0.1,0.092,-5.1,0.3,-4.8,Unknown,jeremy-foumena-1,0
2024-25,Grand Canyon,WAC,JR,F,30.0,30.0,26.6,4.1,6.3,0.646,0.0,0.0,0.0,4.1,6.3,0.649,0.646,2.3,3.5,0.654,3.4,5.8,9.2,0.5,0.8,0.4,1.2,2.5,10.4,Unknown,WAC,JR,F,30.0,30.0,797.0,21.2,0.654,0.005,0.55,311.0,15.0,23.8,19.5,3.9,1.6,1.7,12.8,16.4,2.2,1.8,4.1,0.203,2.1,0.0,2.1,Unknown,duke-brennan-1,3
2024-25,St. Bonaventure,A-10,JR,G,32.0,31.0,34.0,4.6,10.0,0.463,0.7,2.9,0.247,3.9,7.1,0.551,0.498,3.0,4.7,0.642,1.8,4.7,6.5,1.1,1.3,0.8,1.4,2.0,13.0,Unknown,A-10,JR,G,32.0,31.0,1089.0,17.6,0.531,0.291,0.472,399.0,6.2,16.8,11.5,6.4,2.3,3.4,10.3,21.5,1.6,2.1,3.7,0.137,0.6,1.4,2.0,Unknown,chance-moore-2,2
2024-25,Wisconsin,Big Ten,FR,G,14,0,2.1,0.1,0.8,0.091,0.0,0.4,0.0,0.1,0.4,0.2,0.091,0.0,0.2,0.0,0.1,0.1,0.3,0.2,0.1,0.0,0.1,0.6,0.1,Unknown,Big Ten,FR,G,14,0,29,-10.9,0.08,0.545,0.273,5,8.3,7.5,7.9,16.3,2.0,0.0,7.4,23.8,-0.2,0.0,-0.1,-0.165,-19.5,-2.0,-21.4,Unknown,daniel-freitag-1,1
2024-25,Samford,Southern,SO,G,33,11,23.0,2.9,6.7,0.441,0.5,1.9,0.281,2.4,4.7,0.506,0.482,1.5,2.1,0.696,0.8,2.0,2.7,2.7,1.5,0.1,2.0,2.0,7.9,Unknown,Southern,SO,G,33,11,760,12.9,0.514,0.291,0.314,280,3.6,10.0,6.7,19.2,3.6,0.3,20.5,19.7,0.6,1.0,1.6,0.087,-2.2,-0.2,-2.5,Unknown,josh-holloway-1,4
2024-25,Indiana,Big Ten,SO,F,32,31,25.2,4.3,9.9,0.437,1.5,4.5,0.329,2.9,5.5,0.526,0.511,2.0,2.5,0.81,1.2,3.3,4.6,1.1,0.3,0.5,1.2,1.6,12.2,Unknown,Big Ten,SO,F,32,31,806,16.8,0.547,0.45,0.248,347,5.6,15.0,10.4,8.3,0.7,2.1,9.7,24.4,1.5,1.0,2.5,0.123,3.7,1.2,5.0,Unknown,mackenzie-mgbako-2,2
2024-25,James Madison,Sun Belt,SO,G,31.0,13.0,29.5,4.6,10.1,0.455,2.8,6.9,0.408,1.8,3.3,0.554,0.594,1.3,1.5,0.854,0.4,2.5,2.8,2.2,0.6,0.1,1.1,1.5,13.4,Unknown,Sun Belt,SO,G,31.0,13.0,915.0,18.4,0.615,0.678,0.153,377.0,1.5,9.7,5.6,15.7,1.3,0.2,9.4,21.1,2.8,0.7,3.5,0.154,4.5,-1.3,3.2,Unknown,bryce-lindsay-1,2
2024-25,Temple,AAC,FR,F,20,1,7.9,1.4,2.1,0.683,0.1,0.3,0.2,1.4,1.8,0.75,0.695,0.8,1.1,0.682,0.8,1.0,1.8,0.2,0.2,0.3,0.1,0.9,3.6,Unknown,AAC,FR,F,20,1,158,24.7,0.7,0.122,0.537,67,11.1,14.1,12.6,4.1,1.1,3.3,3.7,16.9,0.7,0.1,0.8,0.205,5.0,-0.5,4.4,Unknown,dillon-battie-1,3
2024-25,Texas Tech,Big 12,SO,G,36.0,1.0,22.3,2.6,6.3,0.422,1.1,3.3,0.331,1.6,3.0,0.523,0.509,1.5,1.9,0.779,0.9,2.8,3.7,0.9,0.5,0.2,0.9,1.9,7.8,Unknown,Big 12,SO,G,36.0,1.0,801.0,13.3,0.548,0.524,0.302,262.0,4.7,14.4,9.6,6.8,1.4,0.8,11.4,18.5,1.3,1.2,2.5,0.125,1.3,1.8,3.2,Unknown,kevin-overton-2,2
2024-25,Iona,MAAC,SR,G,34.0,34.0,34.3,6.6,14.8,0.449,1.7,5.1,0.341,4.9,9.7,0.506,0.508,2.3,2.8,0.819,1.5,3.9,5.5,1.9,2.1,0.3,1.7,1.7,17.3,Unknown,MAAC,SR,G,34.0,34.0,1165.0,20.0,0.537,0.344,0.187,521.0,4.8,14.2,9.2,12.6,3.6,1.0,9.4,25.0,2.6,2.0,4.6,0.159,2.4,0.6,3.0,Unknown,dejour-reaves-1,2
2024-25,Arizona State,Big 12,FR,F,32,4,19.2,1.7,4.5,0.372,0.9,2.9,0.326,0.8,1.7,0.453,0.476,1.2,1.7,0.717,0.4,2.7,3.1,0.8,0.5,0.0,0.6,1.2,5.5,Unknown,Big 12,FR,F,32,4,613,10.4,0.517,0.634,0.366,168,2.5,15.5,9.1,7.3,1.4,0.2,10.5,15.8,0.5,0.6,1.0,0.068,0.8,1.3,2.0,Unknown,amier-ali-1,4
2024-25,UC Riverside,Big West,SO,G,34,34,31.9,7.4,16.7,0.444,2.1,6.4,0.329,5.3,10.3,0.516,0.507,3.2,4.4,0.733,0.3,2.0,2.3,4.0,1.1,0.0,1.9,1.8,20.2,Unknown,Big West,SO,G,34,34,1086,21.8,0.537,0.386,0.264,648,1.1,7.4,4.1,29.9,2.1,0.1,9.4,32.4,3.3,0.8,4.1,0.149,4.7,-0.5,4.2,Unknown,barrington-hargress-1,2
2024-25,Maryland,Big Ten,SO,C,5,0,7.2,1.0,1.8,0.556,0.0,0.2,0.0,1.0,1.6,0.625,0.556,0.4,0.8,0.5,0.8,1.6,2.4,0.6,0.2,0.4,0.2,1.8,2.4,Unknown,Big Ten,SO,C,5,0,36,19.6,0.55,0.111,0.444,14,13.0,25.0,19.1,14.4,1.6,5.9,8.4,16.4,0.1,0.1,0.2,0.216,-2.7,6.1,3.4,Unknown,braden-pierce-1,3
2024-25,Tulsa,AAC,JR,G,26.0,23.0,28.6,3.3,7.9,0.422,1.4,4.2,0.333,2.0,3.8,0.52,0.51,1.2,2.0,0.585,0.7,3.9,4.6,0.6,0.5,0.2,1.3,2.0,9.3,Unknown,AAC,JR,G,26.0,23.0,744.0,10.1,0.521,0.524,0.257,210.0,2.8,15.0,9.0,4.0,1.1,0.6,12.5,18.3,0.3,0.7,1.0,0.054,-2.6,-1.3,-3.9,Unknown,isaiah-barnes-1,4
2024-25,Liberty,CUSA,JR,F,35,35,24.6,3.4,5.8,0.583,0.1,0.6,0.238,3.3,5.2,0.623,0.596,1.7,2.6,0.641,1.5,4.0,5.5,2.1,0.8,1.1,1.5,2.5,8.6,Unknown,CUSA,JR,F,35,35,861,19.0,0.61,0.103,0.451,330,7.9,18.2,13.4,15.6,1.9,4.8,17.1,18.9,1.9,2.2,4.1,0.191,0.0,3.3,3.3,Unknown,owen-aquino-1,3
2024-25,South Carolina,SEC,JR,G,32,19,26.4,2.7,7.1,0.382,0.9,3.2,0.277,1.8,4.0,0.465,0.443,1.9,2.6,0.735,1.0,3.5,4.6,1.8,1.1,0.1,2.0,1.9,8.2,Unknown,SEC,JR,G,32,19,846,11.1,0.492,0.443,0.364,267,4.7,16.1,10.4,14.0,2.5,0.3,19.1,20.3,0.1,1.1,1.2,0.056,-0.6,2.5,1.8,Unknown,zachary-davis-1,4
2024-25,Loyola Chicago,A-10,JR,G,37,13,20.6,2.5,5.2,0.477,0.2,0.9,0.229,2.3,4.3,0.532,0.497,1.9,2.6,0.758,0.4,1.5,1.9,2.3,0.7,0.1,1.8,2.6,7.1,Unknown,A-10,JR,G,37,13,761,11.7,0.554,0.181,0.492,276,2.2,8.5,5.4,21.4,2.1,0.6,21.7,20.7,0.7,1.0,1.7,0.091,-3.1,0.5,-2.6,Unknown,jalen-quinn-1,4
2024-25,Wyoming,MWC,JR,F,23.0,5.0,9.8,0.9,2.3,0.404,0.0,0.0,0,0.9,2.3,0.404,0.404,0.7,0.9,0.81,0.7,1.7,2.3,0.0,0.2,0.4,0.6,1.1,2.6,Unknown,MWC,JR,F,23.0,5.0,225.0,10.6,0.476,0.0,0.404,58.0,7.8,20.3,14.0,0.9,1.1,5.3,17.3,17.5,0.0,0.3,0.3,0.054,-3.4,1.1,-2.4,Unknown,oleg-kojenets-2,0
2024-25,Murray State,MVC,FR,F,5,0,3.0,0.6,1.4,0.429,0.4,0.8,0.5,0.2,0.6,0.333,0.571,0.0,0.0,,0.2,0.2,0.4,0.4,0.2,0.2,0.4,0.0,1.6,Unknown,MVC,FR,F,5,0,15,24.0,0.571,0.571,0.0,8,8.0,8.4,8.2,34.7,4.1,7.3,22.2,31.7,0.0,0.0,0.1,0.135,-17.4,-11.0,-28.4,Unknown,jordan-mccullum-2,1
2024-25,UAB,AAC,FR,F,11,0,2.8,0.1,0.6,0.143,0.0,0.2,0.0,0.1,0.5,0.2,0.143,0.0,0.0,,0.3,0.5,0.8,0.0,0.0,0.2,0.2,0.3,0.2,Unknown,AAC,FR,F,11,0,31,-0.5,0.143,0.286,0.0,3,10.2,21.2,15.6,0.0,0.0,6.4,22.2,13.7,-0.1,0.0,-0.1,-0.069,-11.0,-3.6,-14.6,Unknown,makhi-myles-1,1
2024-25,Troy,Sun Belt,SR,G,34,34,30.4,5.4,11.6,0.471,1.1,4.0,0.27,4.4,7.5,0.578,0.518,2.3,3.4,0.664,1.9,2.6,4.6,4.8,2.9,0.4,2.7,2.4,14.2,Unknown,Sun Belt,SR,G,34,34,1033,23.2,0.54,0.349,0.295,517,7.2,9.6,8.4,35.1,5.6,1.6,17.2,25.8,2.4,2.5,4.9,0.189,3.9,4.3,8.2,Unknown,tayton-conerway-1,2
2024-25,Washington,Big Ten,SO,F,20,0,8.9,0.8,1.9,0.421,0.5,1.3,0.385,0.3,0.6,0.5,0.553,0.4,0.6,0.727,0.4,1.2,1.6,0.3,0.2,0.3,0.1,0.9,2.5,Unknown,Big Ten,SO,F,20,0,178,13.6,0.578,0.684,0.289,47,4.6,17.0,10.5,5.2,1.3,3.1,4.4,13.0,0.3,0.2,0.5,0.11,1.7,0.4,2.1,Unknown,christian-king-1,2
2024-25,Santa Clara,WCC,SO,F,3,0,3.0,1.0,1.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,0.0,Unknown,0.7,0.3,1.0,0.0,0.0,0.0,1.0,1.7,2.0,Unknown,WCC,SO,F,3,0,9,13.0,1.0,0.0,0.0,4,26.1,12.4,19.0,0.0,0.0,0.0,50.0,32.9,0.0,0.0,0.0,-0.028,-12.2,-0.4,-12.6,Unknown,luke-mceldon-1,0
2024-25,Montana State,Big Sky,JR,G,29.0,15.0,19.6,2.1,4.4,0.469,0.4,1.3,0.297,1.7,3.1,0.538,0.512,0.8,1.3,0.615,0.4,1.6,2.0,2.1,0.6,0.1,1.5,1.7,5.3,Unknown,Big Sky,JR,G,29.0,15.0,569.0,10.1,0.529,0.289,0.305,173.0,2.4,9.7,6.1,20.4,1.9,0.4,23.1,18.2,0.1,0.6,0.8,0.054,-4.2,-1.3,-5.5,Unknown,bryce-zephir-1,4
2024-25,Louisiana State,SEC,SR,F,30.0,22.0,20.4,3.2,5.6,0.581,0.2,1.1,0.206,3.0,4.4,0.677,0.602,1.3,2.1,0.613,1.9,2.4,4.3,0.5,0.5,1.6,0.9,2.5,8.0,Unknown,SEC,SR,F,30.0,22.0,613.0,20.0,0.608,0.204,0.371,230.0,10.8,12.3,11.6,5.3,1.3,7.7,12.1,18.2,1.4,0.9,2.2,0.145,2.0,2.7,4.7,Unknown,daimion-collins-1,3
2024-25,North Florida,A-Sun,SO,G,32,32,31.7,5.3,12.6,0.425,2.4,7.3,0.335,2.9,5.3,0.55,0.522,2.3,3.6,0.632,1.5,5.3,6.8,1.9,0.6,0.5,1.9,2.9,15.4,Unknown,A-Sun,SO,G,32,32,1013,15.8,0.539,0.58,0.284,459,4.9,18.5,11.5,10.6,1.1,1.3,11.8,24.2,1.6,0.5,2.0,0.081,0.1,-2.7,-2.6,Unknown,jasai-miles-1,2
2024-25,St. Bonaventure,A-10,JR,G,34.0,34.0,37.1,5.9,13.4,0.435,1.2,3.9,0.299,4.7,9.5,0.492,0.479,1.7,2.1,0.819,1.0,4.4,5.4,4.1,2.1,0.4,1.7,1.6,14.6,Unknown,A-10,JR,G,34.0,34.0,1261.0,19.2,0.506,0.293,0.158,519.0,3.3,14.3,8.8,23.6,3.5,1.5,10.7,23.4,2.1,2.5,4.6,0.145,2.0,2.7,4.7,Unknown,melvin-council-jr-1,2
2024-25,Syracuse,ACC,FR,G,26,16,15.7,2.0,5.1,0.391,0.9,2.8,0.315,1.1,2.3,0.483,0.477,0.3,0.5,0.75,0.3,1.2,1.5,1.0,0.3,0.0,0.8,0.6,5.2,Unknown,ACC,FR,G,26,16,409,9.6,0.49,0.549,0.09,127,2.0,9.1,5.5,11.4,1.1,0.0,13.1,19.6,0.2,0.2,0.4,0.035,-0.1,-0.3,-0.4,Unknown,elijah-moore-1,4
2024-25,Oregon State,WCC,FR,F,21,0,6.6,1.1,1.8,0.649,0.0,0.0,0,1.1,1.8,0.649,0.649,0.6,1.1,0.522,0.8,1.2,2.0,0.0,0.1,0.2,0.3,0.8,2.9,Unknown,WCC,FR,F,21,0,139,21.7,0.626,0.0,0.622,56,16.8,21.6,19.4,0.0,0.9,4.4,12.7,21.2,0.4,0.2,0.6,0.163,2.4,-0.2,2.2,Unknown,maxim-logue-1,3
2024-25,Eastern Washington,Big Sky,SR,G,30,21,27.8,3.4,8.1,0.422,0.7,2.2,0.333,2.7,5.9,0.455,0.467,3.0,4.2,0.717,0.8,2.8,3.6,3.8,1.9,0.2,3.3,2.6,10.6,Unknown,Big Sky,SR,G,30,21,834,14.3,0.524,0.27,0.52,352,3.8,12.6,8.2,26.5,3.9,0.7,24.5,25.2,0.2,0.9,1.1,0.052,-2.4,-0.4,-2.9,Unknown,nic-mcclain-1,4
2024-25,South Florida,AAC,SR,G,31.0,27.0,24.6,2.3,6.3,0.366,1.1,3.5,0.321,1.2,2.7,0.424,0.456,1.4,1.9,0.724,0.3,1.6,1.9,1.8,0.6,0.0,1.1,2.4,7.1,Unknown,AAC,SR,G,31.0,27.0,763.0,8.3,0.494,0.562,0.299,216.0,1.3,7.3,4.3,13.3,1.4,0.1,13.3,16.8,0.4,0.5,0.9,0.049,-3.7,-1.2,-4.8,Unknown,kasen-jennings-1,4
2024-25,Washington,Big Ten,JR,G,31.0,20.0,24.3,3.3,7.7,0.425,1.7,4.3,0.402,1.6,3.5,0.454,0.535,1.6,2.2,0.71,0.5,1.6,2.1,1.4,1.0,0.3,1.2,2.0,9.9,Unknown,Big Ten,JR,G,31.0,20.0,754.0,14.8,0.561,0.55,0.288,281.0,2.6,8.2,5.3,11.8,2.4,1.5,11.7,21.0,1.2,0.6,1.7,0.093,2.9,1.2,4.1,Unknown,mekhi-mason-1,2
2024-25,Stanford,ACC,JR,G,35.0,35.0,33.1,4.9,10.8,0.451,1.7,4.2,0.401,3.2,6.6,0.483,0.529,2.2,2.5,0.897,0.6,2.2,2.8,1.3,0.7,0.3,1.1,1.7,13.7,Unknown,ACC,JR,G,35.0,35.0,1159.0,14.9,0.57,0.388,0.23,419.0,2.1,8.2,5.1,7.9,1.3,0.9,8.3,20.4,2.3,0.9,3.2,0.112,2.1,0.0,2.1,Unknown,oziyah-sellers-1,2
2024-25,Miami (OH),MAC,SO,G,34.0,34.0,25.7,5.0,11.2,0.446,2.9,6.6,0.431,2.1,4.6,0.468,0.573,0.7,1.0,0.758,0.6,2.4,3.0,1.0,0.4,0.2,1.1,0.9,13.6,Unknown,MAC,SO,G,34.0,34.0,875.0,17.0,0.582,0.591,0.087,388.0,2.8,10.9,6.9,7.6,1.0,0.8,9.0,24.9,1.8,0.9,2.7,0.124,2.3,-2.7,-0.5,Unknown,kam-craft-1,2
2024-25,Cincinnati,Big 12,JR,G,33,9,17.6,1.7,4.1,0.41,0.6,1.9,0.313,1.1,2.1,0.5,0.485,0.9,1.0,0.853,0.8,1.7,2.5,0.8,0.7,0.2,0.3,1.5,4.8,Unknown,Big 12,JR,G,33,9,581,13.4,0.529,0.478,0.254,158,5.3,11.6,8.4,7.4,2.4,1.3,6.8,14.3,1.0,1.0,1.9,0.134,0.9,3.5,4.4,Unknown,josh-reed-2,4
2024-25,South Carolina State,MEAC,SO,F,33,32,23.6,4.1,7.3,0.564,0.0,0.0,0,4.1,7.3,0.564,0.564,4.8,6.9,0.692,2.0,3.5,5.5,1.4,0.8,1.7,2.5,2.8,13.0,Unknown,MEAC,SO,F,33,32,778,23.1,0.615,0.0,0.942,411,10.0,18.2,14.0,12.0,2.0,8.1,19.2,26.5,1.9,1.8,3.6,0.187,-0.5,1.0,0.5,Unknown,drayton-jones-1,3
2024-25,Sam Houston State,CUSA,SR,G,32,32,34.9,7.2,15.0,0.477,3.4,7.7,0.445,3.8,7.3,0.511,0.591,2.8,3.3,0.822,1.1,3.0,4.0,2.1,1.1,0.3,1.9,2.3,20.5,Unknown,CUSA,SR,G,32,32,1116,21.8,0.617,0.51,0.223,578,3.6,9.7,6.7,13.6,1.9,0.8,10.5,26.7,3.7,0.8,4.5,0.161,6.5,-1.3,5.2,Unknown,lamar-wilkerson-1,2
2024-25,Louisville,ACC,JR,G,2.0,0.0,19.5,1.5,5.5,0.273,0.0,2.0,0.0,1.5,3.5,0.429,0.273,0.0,0.0,Unknown,0.5,1.0,1.5,2.5,1.5,0.0,0.5,3.0,3.0,Unknown,ACC,JR,G,2.0,0.0,39.0,5.8,0.273,0.364,0.0,9.0,3.0,5.7,4.4,21.5,4.5,0.0,8.3,15.3,0.0,0.1,0.0,0.048,-7.3,4.5,-2.8,Unknown,koren-johnson-1,1
2024-25,North Texas,AAC,SR,G,36.0,36.0,29.6,3.4,8.0,0.422,0.7,1.9,0.343,2.7,6.0,0.447,0.463,1.6,2.1,0.766,0.3,2.7,3.0,3.9,1.3,0.1,2.0,2.1,9.0,Unknown,AAC,SR,G,36.0,36.0,1066.0,14.3,0.502,0.244,0.268,363.0,1.3,11.5,6.4,28.1,2.9,0.5,18.0,20.7,1.2,2.0,3.2,0.12,-0.9,2.0,1.1,Unknown,jasper-floyd-1,4
2024-25,San Jose State,MWC,SO,G,35,9,25.3,3.5,7.8,0.453,1.5,3.8,0.383,2.1,4.0,0.518,0.546,2.5,3.7,0.685,0.6,2.5,3.1,1.7,0.6,0.0,1.2,1.5,11.1,Unknown,MWC,SO,G,35,9,887,16.6,0.578,0.485,0.474,363,3.0,11.0,7.1,13.3,1.4,0.0,11.1,22.3,1.9,0.7,2.6,0.118,2.1,-0.9,1.2,Unknown,latrell-davis-1,2
2024-25,Kansas,Big 12,JR,G,34.0,4.0,15.7,2.2,5.8,0.384,0.7,2.3,0.291,1.6,3.5,0.445,0.442,0.9,1.4,0.681,0.4,1.3,1.7,0.7,0.3,0.1,0.9,1.6,6.1,Unknown,Big 12,JR,G,34.0,4.0,534.0,8.6,0.47,0.399,0.237,187.0,2.8,8.6,5.9,7.8,1.1,1.0,12.0,23.5,0.0,0.7,0.7,0.055,-2.1,1.4,-0.7,Unknown,aj-storr-1,4
2024-25,Missouri State,MVC,JR,G,30.0,30.0,32.3,4.1,9.2,0.448,1.6,4.3,0.38,2.5,4.9,0.507,0.536,3.6,4.8,0.762,1.0,3.3,4.3,2.5,1.2,0.1,2.6,2.6,13.5,Unknown,MVC,JR,G,30.0,30.0,968.0,16.4,0.589,0.466,0.516,394.0,3.8,13.5,8.5,16.8,2.4,0.4,18.6,23.4,1.7,1.1,2.8,0.114,1.2,-0.1,1.1,Unknown,vincent-brady-ii-1,2
2024-25,Mississippi State,SEC,JR,F,34,3,24.0,4.9,8.7,0.566,0.1,0.8,0.148,4.8,7.9,0.608,0.573,1.8,2.9,0.619,2.3,5.0,7.4,1.6,0.9,1.1,1.5,1.9,11.7,Unknown,SEC,JR,F,34,3,816,24.6,0.583,0.092,0.329,386,10.4,23.7,16.8,13.2,2.2,5.8,13.2,23.4,2.1,1.4,3.5,0.169,5.2,2.9,8.0,Unknown,keshawn-murphy-1,3
2024-25,St. John's (NY),Big East,SO,F,10,2,16.5,2.0,4.3,0.465,1.2,3.2,0.375,0.8,1.1,0.727,0.605,0.5,0.6,0.833,0.5,1.7,2.2,0.7,0.4,0.0,0.3,1.6,5.7,Unknown,Big East,SO,F,10,2,165,14.0,0.622,0.744,0.14,49,3.1,11.1,7.0,7.1,1.4,0.0,6.1,13.9,0.4,0.3,0.7,0.177,1.3,2.3,3.6,Unknown,brady-dunlap-1,2
2024-25,Maryland Eastern Shore,MEAC,JR,G,29,28,35.2,6.1,13.4,0.454,0.4,1.7,0.26,5.6,11.7,0.482,0.47,5.4,8.2,0.657,1.3,4.6,5.9,3.1,0.9,0.4,3.2,1.5,18.0,Unknown,MEAC,JR,G,29,28,1020,17.6,0.52,0.129,0.616,515,4.2,15.6,9.7,21.1,1.5,1.2,15.5,29.5,1.1,0.6,1.7,0.067,0.2,-3.3,-3.1,Unknown,ketron-shaw-1,2
2024-25,Milwaukee,Horizon,JR,F,31,29,28.0,4.7,10.1,0.468,0.6,2.3,0.286,4.1,7.8,0.521,0.5,2.9,5.2,0.562,4.0,6.8,10.7,1.4,1.3,0.4,2.1,3.1,13.0,Unknown,Horizon,JR,F,31,29,869,21.3,0.518,0.224,0.519,412,16.0,29.2,22.4,9.2,2.6,1.6,14.5,24.9,1.6,1.8,3.5,0.159,1.1,-0.4,0.7,Unknown,jamichael-stillwell-1,3
2024-25,Rutgers,Big Ten,JR,G,31.0,10.0,17.0,1.5,4.0,0.363,0.4,1.4,0.25,1.1,2.6,0.425,0.407,2.4,3.3,0.735,0.8,2.0,2.8,1.5,0.7,0.2,1.4,2.0,5.7,Unknown,Big Ten,JR,G,31.0,10.0,527.0,12.8,0.51,0.355,0.823,193.0,5.3,13.3,9.3,15.8,2.5,1.0,19.6,20.3,0.4,0.5,0.9,0.072,-0.5,1.8,1.2,Unknown,jordan-derkack-1,4
2024-25,Central Arkansas,A-Sun,FR,G,20,20,35.5,6.1,15.5,0.392,3.2,9.5,0.337,2.9,6.0,0.479,0.495,2.1,2.4,0.894,0.6,3.0,3.6,3.7,1.9,0.2,1.7,1.7,17.4,Unknown,A-Sun,FR,G,20,20,709,18.4,0.525,0.615,0.152,324,1.7,10.0,5.6,23.7,3.1,0.6,9.1,26.0,1.3,0.4,1.8,0.1,1.9,-0.9,0.9,Unknown,layne-taylor-1,2
2024-25,Grand Canyon,WAC,FR,F,5,0,5.6,1.2,2.0,0.6,0.2,0.4,0.5,1.0,1.6,0.625,0.65,0.0,0.4,0.0,0.6,0.8,1.4,0.0,0.2,0.2,0.6,0.8,2.6,Unknown,WAC,FR,F,5,0,28,15.7,0.594,0.2,0.2,11,12.5,15.7,14.1,0.0,2.0,3.7,21.5,23.9,0.0,0.1,0.1,0.089,-12.2,-3.5,-15.7,Unknown,sammie-yeanay-1,0
2024-25,Jacksonville State,CUSA,SR,G,36.0,36.0,37.6,7.4,17.4,0.424,2.9,7.6,0.382,4.5,9.9,0.455,0.506,3.9,4.8,0.81,0.7,4.9,5.5,3.8,0.7,0.4,2.9,1.5,21.6,Unknown,CUSA,SR,G,36.0,36.0,1352.0,20.6,0.547,0.433,0.277,742.0,2.1,14.1,8.3,22.3,1.1,1.1,12.7,31.3,3.3,1.7,5.1,0.15,4.1,-0.8,3.3,Unknown,jaron-pierrejr-1,2
